INPUT:image_left	INPUT:image_right	GOLDEN:result	GOLDEN:textfield	HINT:text
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_121.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40504.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40506.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_133.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_135.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40514.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40517.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_139.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40520.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_153.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40524.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_17.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40527.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_195.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40530.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_205.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_217.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40532.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40535.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_219.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40537.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_233.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_243.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40545.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_247.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40546.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40557.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_265.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40560.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_311.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_313.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40567.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40568.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_323.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_331.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40582.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40584.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_333.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_343.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40588.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40596.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_35.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40606.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_353.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40614.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_365.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_37.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40631.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_375.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40649.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40655.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_377.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40662.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_39.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40669.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_425.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40675.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_427.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_447.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40677.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_453.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40678.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_469.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40679.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40688.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_499.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40695.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_519.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40702.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_527.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_555.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40708.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_583.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40712.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40735.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_587.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40741.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_595.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_605.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40747.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40768.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_613.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40772.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_623.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_699.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40786.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40789.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_715.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_721.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40795.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_731.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40803.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40809.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_741.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_785.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40822.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40823.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_787.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_811.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40831.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_83.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40832.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40850.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_835.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40852.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_859.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40856.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_877.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40888.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_917.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40895.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_933.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40897.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_949.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40903.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_963.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_971.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40907.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_979.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40916.png	Right		The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40929.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_985.png	Left		The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_997.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40930.png	Right		The image on the Right is REAL.
